-1.200000 2.673600
-1.176000 2.512623
-1.152000 2.361205
-1.128000 2.218961
-1.104000 2.085512
-1.080000 1.960489
-1.056000 1.843528
-1.032000 1.734276
-1.008000 1.632386
-0.984000 1.537520
-0.960000 1.449347
-0.936000 1.367544
-0.912000 1.291798
-0.888000 1.221802
-0.864000 1.157256
-0.840000 1.097871
-0.816000 1.043364
-0.792000 0.993460
-0.768000 0.947892
-0.744000 0.906402
-0.720000 0.868739
-0.696000 0.834659
-0.672000 0.803928
-0.648000 0.776319
-0.624000 0.751614
-0.600000 0.729600
-0.576000 0.710075
-0.552000 0.692845
-0.528000 0.677721
-0.504000 0.664524
-0.480000 0.653084
-0.456000 0.643237
-0.432000 0.634829
-0.408000 0.627710
-0.384000 0.621743
-0.360000 0.616796
-0.336000 0.612746
-0.312000 0.609476
-0.288000 0.606880
-0.264000 0.604858
-0.240000 0.603318
-0.216000 0.602177
-0.192000 0.601359
-0.168000 0.600797
-0.144000 0.600430
-0.120000 0.600207
-0.096000 0.600085
-0.072000 0.600027
-0.048000 0.600005
-0.024000 0.600000
0.000000 0.600000
0.024000 0.600000
0.048000 0.600005
0.072000 0.600027
0.096000 0.600085
0.120000 0.600207
0.144000 0.600430
0.168000 0.600797
0.192000 0.601359
0.216000 0.602177
0.240000 0.603318
0.264000 0.604858
0.288000 0.606880
0.312000 0.609476
0.336000 0.612746
0.360000 0.616796
0.384000 0.621743
0.408000 0.627710
0.432000 0.634829
0.456000 0.643237
0.480000 0.653084
0.504000 0.664524
0.528000 0.677721
0.552000 0.692845
0.576000 0.710075
0.600000 0.729600
0.624000 0.751614
0.648000 0.776319
0.672000 0.803928
0.696000 0.834659
0.720000 0.868739
0.744000 0.906402
0.768000 0.947892
0.792000 0.993460
0.816000 1.043364
0.840000 1.097871
0.864000 1.157256
0.888000 1.221802
0.912000 1.291798
0.936000 1.367544
0.960000 1.449347
0.984000 1.537520
1.008000 1.632386
1.032000 1.734276
1.056000 1.843528
1.080000 1.960489
1.104000 2.085512
1.128000 2.218961
1.152000 2.361205
1.176000 2.512623
1.200000 2.673600
