-1.200000 2.873600
-1.176000 2.712623
-1.152000 2.561205
-1.128000 2.418961
-1.104000 2.285512
-1.080000 2.160489
-1.056000 2.043528
-1.032000 1.934276
-1.008000 1.832386
-0.984000 1.737520
-0.960000 1.649347
-0.936000 1.567544
-0.912000 1.491798
-0.888000 1.421802
-0.864000 1.357256
-0.840000 1.297871
-0.816000 1.243364
-0.792000 1.193460
-0.768000 1.147892
-0.744000 1.106402
-0.720000 1.068739
-0.696000 1.034659
-0.672000 1.003928
-0.648000 0.976319
-0.624000 0.951614
-0.600000 0.929600
-0.576000 0.910075
-0.552000 0.892845
-0.528000 0.877721
-0.504000 0.864524
-0.480000 0.853084
-0.456000 0.843237
-0.432000 0.834829
-0.408000 0.827710
-0.384000 0.821743
-0.360000 0.816796
-0.336000 0.812746
-0.312000 0.809476
-0.288000 0.806880
-0.264000 0.804858
-0.240000 0.803318
-0.216000 0.802177
-0.192000 0.801359
-0.168000 0.800797
-0.144000 0.800430
-0.120000 0.800207
-0.096000 0.800085
-0.072000 0.800027
-0.048000 0.800005
-0.024000 0.800000
0.000000 0.800000
0.024000 0.800000
0.048000 0.800005
0.072000 0.800027
0.096000 0.800085
0.120000 0.800207
0.144000 0.800430
0.168000 0.800797
0.192000 0.801359
0.216000 0.802177
0.240000 0.803318
0.264000 0.804858
0.288000 0.806880
0.312000 0.809476
0.336000 0.812746
0.360000 0.816796
0.384000 0.821743
0.408000 0.827710
0.432000 0.834829
0.456000 0.843237
0.480000 0.853084
0.504000 0.864524
0.528000 0.877721
0.552000 0.892845
0.576000 0.910075
0.600000 0.929600
0.624000 0.951614
0.648000 0.976319
0.672000 1.003928
0.696000 1.034659
0.720000 1.068739
0.744000 1.106402
0.768000 1.147892
0.792000 1.193460
0.816000 1.243364
0.840000 1.297871
0.864000 1.357256
0.888000 1.421802
0.912000 1.491798
0.936000 1.567544
0.960000 1.649347
0.984000 1.737520
1.008000 1.832386
1.032000 1.934276
1.056000 2.043528
1.080000 2.160489
1.104000 2.285512
1.128000 2.418961
1.152000 2.561205
1.176000 2.712623
1.200000 2.873600
