-1.200000 3.073600
-1.176000 2.912623
-1.152000 2.761205
-1.128000 2.618961
-1.104000 2.485512
-1.080000 2.360489
-1.056000 2.243528
-1.032000 2.134276
-1.008000 2.032386
-0.984000 1.937520
-0.960000 1.849347
-0.936000 1.767544
-0.912000 1.691798
-0.888000 1.621802
-0.864000 1.557256
-0.840000 1.497871
-0.816000 1.443364
-0.792000 1.393460
-0.768000 1.347892
-0.744000 1.306402
-0.720000 1.268739
-0.696000 1.234659
-0.672000 1.203928
-0.648000 1.176319
-0.624000 1.151614
-0.600000 1.129600
-0.576000 1.110075
-0.552000 1.092845
-0.528000 1.077721
-0.504000 1.064524
-0.480000 1.053084
-0.456000 1.043237
-0.432000 1.034829
-0.408000 1.027710
-0.384000 1.021743
-0.360000 1.016796
-0.336000 1.012746
-0.312000 1.009476
-0.288000 1.006880
-0.264000 1.004858
-0.240000 1.003318
-0.216000 1.002177
-0.192000 1.001359
-0.168000 1.000797
-0.144000 1.000430
-0.120000 1.000207
-0.096000 1.000085
-0.072000 1.000027
-0.048000 1.000005
-0.024000 1.000000
0.000000 1.000000
0.024000 1.000000
0.048000 1.000005
0.072000 1.000027
0.096000 1.000085
0.120000 1.000207
0.144000 1.000430
0.168000 1.000797
0.192000 1.001359
0.216000 1.002177
0.240000 1.003318
0.264000 1.004858
0.288000 1.006880
0.312000 1.009476
0.336000 1.012746
0.360000 1.016796
0.384000 1.021743
0.408000 1.027710
0.432000 1.034829
0.456000 1.043237
0.480000 1.053084
0.504000 1.064524
0.528000 1.077721
0.552000 1.092845
0.576000 1.110075
0.600000 1.129600
0.624000 1.151614
0.648000 1.176319
0.672000 1.203928
0.696000 1.234659
0.720000 1.268739
0.744000 1.306402
0.768000 1.347892
0.792000 1.393460
0.816000 1.443364
0.840000 1.497871
0.864000 1.557256
0.888000 1.621802
0.912000 1.691798
0.936000 1.767544
0.960000 1.849347
0.984000 1.937520
1.008000 2.032386
1.032000 2.134276
1.056000 2.243528
1.080000 2.360489
1.104000 2.485512
1.128000 2.618961
1.152000 2.761205
1.176000 2.912623
1.200000 3.073600
